1,1
2,3
3,3
4,4
5,7
6,6
7,7
8,7
9,10
10,10
11,11
1,1
2,1
3,3
4,4
5,7
6,6
7,7
8,7
9,7
10,10
11,11
1,1
2,3
3,3
4,4
5,7
6,6
7,7
8,10
9,10
10,10
11,6
1,1
2,3
3,3
4,4
5,7
6,6
7,7
8,10
9,10
10,10
11,6
1,1
2,3
3,3
4,4
5,7
6,6
7,7
8,10
9,10
10,10
11,6
1,1
2,3
3,3
4,4
5,7
6,4
7,5
8,10
9,10
10,10
11,6
1,1
2,1
3,3
4,6
5,7
6,6
7,7
8,9
9,10
10,9
11,6
1,8
2,1
3,3
4,6
5,6
6,6
7,7
8,9
9,10
10,9
11,9
1,7
2,1
3,3
4,6
5,7
6,6
7,7
8,7
9,10
10,9
11,9
1,7
2,1
3,3
4,6
5,6
6,6
7,9
8,7
9,10
10,10
11,9
1,7
2,1
3,2
4,6
5,6
6,6
7,7
8,7
9,10
10,10
11,9
1,7
2,1
3,3
4,6
5,7
6,6
7,7
8,9
9,8
10,10
11,9
1,1
2,2
3,3
4,4
5,7
6,6
7,7
8,8
9,9
10,1
11,9
1,1
2,2
3,2
4,4
5,5
6,6
7,7
8,8
9,7
10,1
11,9
1,1
2,1
3,2
4,6
5,5
6,6
7,7
8,8
9,10
10,1
11,9
1,1
2,1
3,2
4,6
5,6
6,6
7,7
8,8
9,10
10,1
11,6
1,1
2,1
3,3
4,4
5,6
6,6
7,7
8,8
9,10
10,1
11,11
1,2
2,1
3,6
4,4
5,6
6,6
7,7
8,8
9,10
10,1
11,9
