1,9
2,9
3,5
4,2
5,4
6,4
7,5
8,5
9,11
10,9
11,4
1,9
2,9
3,5
4,4
5,11
6,11
7,5
8,5
9,2
10,9
11,3
1,9
2,2
3,5
4,4
5,11
6,7
7,5
8,5
9,2
10,9
11,2
1,9
2,2
3,5
4,2
5,4
6,7
7,5
8,5
9,2
10,9
11,2
1,9
2,9
3,2
4,5
5,4
6,7
7,11
8,5
9,2
10,9
11,2
1,9
2,9
3,2
4,4
5,4
6,4
7,6
8,5
9,9
10,9
11,2
1,9
2,2
3,1
4,4
5,4
6,4
7,4
8,5
9,10
10,10
11,4
1,9
2,1
3,1
4,4
5,4
6,4
7,5
8,5
9,10
10,10
11,4
1,9
2,1
3,1
4,4
5,4
6,4
7,4
8,7
9,10
10,10
11,4
1,9
2,1
3,1
4,4
5,4
6,4
7,4
8,7
9,10
10,10
11,4
1,2
2,1
3,1
4,4
5,4
6,4
7,5
8,5
9,5
10,9
11,4
1,2
2,1
3,1
4,4
5,4
6,4
7,4
8,5
9,10
10,10
11,4
1,1
2,2
3,1
4,4
5,11
6,4
7,5
8,5
9,11
10,9
11,3
1,2
2,2
3,2
4,4
5,11
6,4
7,5
8,5
9,10
10,9
11,11
1,2
2,2
3,2
4,4
5,5
6,4
7,5
8,5
9,10
10,9
11,4
1,2
2,2
3,2
4,4
5,5
6,3
7,5
8,5
9,11
10,9
11,6
1,1
2,2
3,2
4,4
5,5
6,11
7,5
8,5
9,11
10,9
11,6
1,1
2,1
3,2
4,4
5,8
6,4
7,5
8,5
9,11
10,9
11,4
