1,1
2,2
3,11
4,6
5,7
6,7
7,7
8,7
9,7
10,10
11,11
1,1
2,2
3,3
4,6
5,7
6,7
7,7
8,7
9,7
10,10
11,11
1,1
2,2
3,7
4,6
5,7
6,11
7,7
8,7
9,7
10,10
11,11
1,1
2,2
3,7
4,6
5,7
6,11
7,7
8,7
9,7
10,10
11,11
1,1
2,2
3,7
4,6
5,7
6,11
7,7
8,7
9,7
10,10
11,11
1,1
2,2
3,3
4,6
5,7
6,6
7,7
8,7
9,7
10,10
11,11
1,1
2,1
3,3
4,6
5,7
6,11
7,7
8,10
9,11
10,2
11,11
1,1
2,1
3,10
4,6
5,7
6,11
7,7
8,7
9,11
10,2
11,11
1,1
2,1
3,10
4,6
5,7
6,11
7,7
8,7
9,11
10,2
11,11
1,1
2,2
3,10
4,6
5,7
6,11
7,7
8,7
9,11
10,2
11,11
1,1
2,2
3,10
4,11
5,7
6,11
7,7
8,7
9,11
10,2
11,11
1,1
2,2
3,10
4,11
5,7
6,11
7,7
8,7
9,11
10,2
11,11
1,1
2,10
3,11
4,11
5,7
6,7
7,7
8,7
9,10
10,10
11,11
1,1
2,1
3,11
4,5
5,7
6,7
7,7
8,7
9,10
10,10
11,11
1,1
2,1
3,11
4,5
5,7
6,6
7,7
8,7
9,11
10,10
11,11
1,1
2,1
3,11
4,6
5,7
6,6
7,7
8,7
9,10
10,10
11,11
1,1
2,1
3,10
4,11
5,7
6,6
7,7
8,7
9,10
10,10
11,11
1,1
2,1
3,10
4,11
5,7
6,6
7,7
8,7
9,11
10,10
11,11
