1,9
2,9
3,9
4,6
5,7
6,9
7,9
8,9
9,9
10,9
11,9
1,9
2,2
3,9
4,6
5,7
6,9
7,9
8,9
9,9
10,9
11,9
1,1
2,2
3,9
4,6
5,7
6,9
7,9
8,9
9,9
10,9
11,9
1,1
2,2
3,9
4,6
5,9
6,9
7,9
8,9
9,9
10,9
11,9
1,1
2,9
3,9
4,6
5,9
6,9
7,9
8,9
9,9
10,9
11,9
1,2
2,9
3,9
4,9
5,9
6,9
7,9
8,9
9,9
10,9
11,9
1,9
2,9
3,9
4,9
5,9
6,6
7,9
8,9
9,9
10,9
11,9
1,9
2,9
3,9
4,9
5,9
6,6
7,9
8,9
9,9
10,9
11,9
1,9
2,2
3,9
4,9
5,9
6,9
7,9
8,9
9,9
10,9
11,9
1,9
2,9
3,9
4,9
5,9
6,9
7,9
8,9
9,9
10,9
11,9
1,9
2,2
3,9
4,9
5,9
6,9
7,9
8,9
9,9
10,9
11,9
1,9
2,2
3,9
4,9
5,9
6,9
7,9
8,9
9,9
10,9
11,9
1,9
2,9
3,9
4,9
5,9
6,9
7,9
8,9
9,9
10,9
11,9
1,9
2,9
3,9
4,9
5,9
6,9
7,9
8,9
9,9
10,9
11,9
1,9
2,9
3,9
4,9
5,9
6,9
7,9
8,9
9,9
10,9
11,9
1,9
2,9
3,9
4,9
5,9
6,9
7,9
8,9
9,9
10,9
11,9
1,9
2,9
3,9
4,9
5,9
6,9
7,9
8,9
9,9
10,9
11,9
1,9
2,9
3,9
4,9
5,9
6,9
7,9
8,9
9,9
10,9
11,9
