1,1
2,1
3,1
4,3
5,11
6,11
7,10
8,9
9,10
10,2
11,10
1,1
2,1
3,1
4,3
5,11
6,11
7,9
8,9
9,10
10,2
11,9
1,1
2,1
3,1
4,3
5,11
6,11
7,8
8,10
9,10
10,2
11,10
1,1
2,1
3,1
4,2
5,3
6,6
7,8
8,9
9,10
10,2
11,2
1,1
2,1
3,1
4,3
5,3
6,6
7,9
8,10
9,10
10,2
11,2
1,1
2,1
3,1
4,3
5,3
6,11
7,11
8,9
9,10
10,2
11,9
1,1
2,1
3,2
4,2
5,11
6,11
7,6
8,9
9,10
10,10
11,10
1,1
2,1
3,1
4,2
5,11
6,11
7,11
8,9
9,10
10,10
11,10
1,1
2,1
3,1
4,2
5,11
6,9
7,11
8,7
9,10
10,10
11,3
1,1
2,1
3,1
4,2
5,11
6,9
7,11
8,7
9,10
10,10
11,10
1,1
2,1
3,1
4,2
5,7
6,11
7,11
8,9
9,10
10,10
11,10
1,1
2,1
3,2
4,2
5,7
6,11
7,11
8,9
9,10
10,10
11,3
1,1
2,1
3,1
4,2
5,9
6,9
7,9
8,7
9,9
10,10
11,10
1,1
2,1
3,1
4,2
5,9
6,9
7,9
8,8
9,10
10,10
11,10
1,1
2,1
3,1
4,2
5,9
6,9
7,9
8,8
9,10
10,10
11,10
1,1
2,1
3,1
4,2
5,9
6,9
7,9
8,9
9,10
10,10
11,9
1,1
2,1
3,1
4,2
5,9
6,9
7,9
8,9
9,10
10,10
11,2
1,1
2,1
3,1
4,2
5,9
6,9
7,9
8,9
9,10
10,10
11,9
