1,1
2,5
3,3
4,5
5,5
6,5
7,2
8,2
9,5
10,5
11,5
1,1
2,5
3,3
4,5
5,5
6,5
7,2
8,2
9,4
10,5
11,5
1,1
2,7
3,3
4,5
5,4
6,5
7,2
8,2
9,6
10,4
11,5
1,1
2,7
3,3
4,5
5,6
6,5
7,2
8,2
9,4
10,4
11,5
1,1
2,7
3,3
4,5
5,4
6,4
7,2
8,2
9,5
10,4
11,5
1,1
2,6
3,3
4,3
5,4
6,5
7,7
8,2
9,5
10,4
11,5
1,1
2,1
3,1
4,5
5,5
6,2
7,7
8,4
9,8
10,10
11,5
1,1
2,1
3,1
4,5
5,5
6,5
7,7
8,8
9,8
10,10
11,5
1,1
2,1
3,1
4,5
5,5
6,5
7,7
8,8
9,8
10,10
11,5
1,1
2,1
3,1
4,5
5,5
6,5
7,7
8,8
9,8
10,10
11,5
1,1
2,1
3,7
4,5
5,5
6,3
7,8
8,8
9,4
10,10
11,5
1,2
2,1
3,1
4,5
5,5
6,3
7,5
8,8
9,4
10,2
11,5
1,2
2,1
3,3
4,3
5,5
6,3
7,5
8,8
9,2
10,10
11,5
1,2
2,1
3,3
4,3
5,5
6,3
7,5
8,4
9,6
10,2
11,5
1,2
2,1
3,3
4,3
5,5
6,3
7,5
8,8
9,6
10,2
11,5
1,2
2,1
3,3
4,3
5,5
6,3
7,5
8,8
9,4
10,2
11,5
1,2
2,1
3,3
4,3
5,5
6,3
7,5
8,8
9,4
10,10
11,5
1,2
2,1
3,5
4,3
5,5
6,3
7,5
8,8
9,6
10,2
11,5
